Snapshot_Date,Report_Month,Subject_Community_ID,Source_Property_Name,Floor_Plan,Bed_Count,Bath_Count,Sq_Ft,Total_Units,Unit_Mix,Leased_Units_Last_7_Days,Leased_Days_On_Market,Leased_Asking_Rent,Leased_Asking_Rent_PSF,Available_Units,Available_Days_On_Market,Available_Asking_Rent,Available_Asking_Rent_PSF,Last_7_Days_Asking_Rent_Trend,Source_File_Name
2026-04-28,2026-04-01,SER,RISE Sereno,The Hanson,0,1,608,22.2040816327,0.06875,2,38.5,1412,2.32236838341,7,42,1428,2.34868431091,0.0356379187455,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Navarre,0,1,688,11,0.0320699708455,1,27.5,1600,2.32558131218,1,23,1595,2.31831383705,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Navarre,0,1,688,13.3203883495,0.0379008746356,1,26,1600,2.32558131218,1,7,1595,2.31831383705,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
A1                                ",1,1,650,10.9137931034,0.0521327014218,0,107,,,5,58,1748,2.68923068047,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,Birch,1,1,680,4.54054054054,0.0297619047619,0,,,,4,2,1912,2.8117647171,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Parian,A1,1,1,684,91.6310679612,0.253443526171,3,35,1624,2.37426900864,1,72,1619,2.366959095,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,A3,1,1,688,1.25714285714,0.00378787878788,0,,,,1,314,1666,2.42151165009,-0.15991902834,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,The Alcove,1,1,700,46.5405405405,0.279761904762,0,84,,,3,379,1873,2.67571425438,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Madison Palms,A1,1,1,719,95.4180602007,0.299684542587,0,266.5,,,11,31.5,1516,2.10848402977,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
A2                                ",1,1,726,12.7327586207,0.0616113744076,0,,,,6,105,1794,2.47107434273,-0.0557413600892,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Carson,1,1,728,4,0.0116618075802,0,159.5,,,2,65,1749.5,2.40315926075,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Carson,1,1,728,6.66019417476,0.0204081632653,0,168.5,,,2,7,1749.5,2.40315926075,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Caswell,1,1,731,32,0.0932944606414,1,84,1794,2.45417237282,8,33,1779,2.43365263939,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Caswell,1,1,731,11.6553398058,0.0349854227405,0,,,,7,7,1779,2.43365263939,0.00565291124929,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Painted Shell - 1 Bed - 1 Bath - 732 sq. ft.,1,1,732,22.3404255319,0.055,0,69,,,4,74.5,1909,2.60792350769,0.0142367519114,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,1/1,1,1,734,41.4857142857,0.155303030303,0,53.5,,,5,6,1530.5,2.08514988422,-0.129408418658,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Crescent,1,1,744,43,0.125364431487,1,235,1854,2.49193549156,6,33,1819,2.44489240646,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Crescent,1,1,744,46.6213592233,0.137026239067,1,35,1854,2.49193549156,6,7,1819,2.44489240646,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,A1,1,1,754,64,0.2,0,41,,,11,20,1565,2.07559680939,-0.0191082802548,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,A1-LL,1,1,754,59,0.184375,0,25,,,9,1,1570,2.08222818375,-0.0031746031746,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Madison Palms,A2,1,1,758,24.3846153846,0.0757097791798,0,399,,,9,503,1609,2.1226913929,-0.00155376009944,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Terrapin - 1 Bed - 1 Bath - 772 sq. ft.,1,1,772,50,0.125,3,46,1869,2.42098450661,12,49.5,1871,2.42357516289,0.0281995661605,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Hutchinson,1,1,777,75.7551020408,0.2375,4,24.5,1510.5,1.94401544333,4,35.5,1563,2.01158308983,0.0211313394018,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Brice,1,1,781,32.6530612245,0.103125,1,75,1479,1.89372599125,0,,,,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Ellwood,1,1,788,3,0.00874635568513,0,60.5,,,1,237,2310,2.93147206306,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Ellwood,1,1,788,1.66504854369,0.00583090379009,0,,,,1,7,2310,2.93147206306,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,Sycamore,1,1,798,2.27027027027,0.0119047619048,0,,,,2,2,2098,2.62907266617,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Vireo,1,1,800,60.4897959184,0.230769230769,2,61,1603.5,2.00437498093,9,27,1727,2.15875005722,-0.0121598147076,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Tern,1,1,800,10.612244898,0.0423076923077,1,30,1759,2.19875001907,1,11,1713,2.1412498951,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Caspian - 1 Bed - 1 Bath - 801 sq. ft.,1,1,801,9.57446808511,0.025,0,100,,,2,52.5,1817.5,2.26903867722,0.0149667405765,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,A1 1Bed/1Bath (Inline),1,1,810,7.02978723404,0.0296610169492,0,,,,7,21,1810,2.23456788063,0.0660046728972,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Easton Riverview,A1,1,1,821,86.0465116279,0.286666666667,0,32.5,,,6,56,1629,2.00243616104,0.00925925925926,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,A2,1,1,828,35.2,0.132575757576,0,55.5,,,3,11,1575.5,1.90277779102,-0.123748609566,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,A2a,1,1,828,2.51428571429,0.0113636363636,0,,,,2,55,1774.5,2.14311599731,-0.10851544838,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,A3 1Bed/1Bath (Below B1),1,1,835,1.00425531915,0.00423728813559,0,,,,1,272,1869,2.23832345009,0.108540925267,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Madison Palms,A3,1,1,842,37.1070234114,0.116719242902,1,438,1599,1.89904987812,12,55.5,1599,1.89904987812,-0.012353304509,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Easton Riverview,A2,1,1,843,26.7441860465,0.09,0,45,,,4,41,1719,2.0391459465,-0.00437572928821,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Parian,A5,1,1,846,16.4466019417,0.0440771349862,2,76,1926.5,2.27718675137,0,,,,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,A2 1Bed/1Bath (Inside corner),1,1,848,4.0170212766,0.0169491525424,0,,,,4,47.5,1849,2.18042445183,0.0411036036036,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Caswell II,1,1,850,2,0.00583090379009,0,115,,,1,222,1850,2.17647051811,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Caswell II,1,1,850,3.33009708738,0.00874635568513,0,19,,,1,7,1850,2.17647051811,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
A3                                ",1,1,860,10.9137931034,0.0521327014218,1,2,1945,2.26162791252,5,114,1945,2.26162791252,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
A4                                ",1,1,861,9.09482758621,0.042654028436,0,,,,5,134,1850,2.14866423607,-0.0659898477157,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Kemp - 1 Bed - 1 Bath - 893 sq. ft.,1,1,893,17.0212765957,0.0425,0,88,,,0,,,,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Olive - 1 Bed - 1 Bath - 905 sq. ft.,1,1,905,24.4680851064,0.06,0,33,,,2,22,1946,2.15027618408,0.0138888888889,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Kinglet,1,1,973,10.612244898,0.0423076923077,0,66,,,3,41,1872,1.92394649982,-0.00106723585912,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Parian,A2 + Den,1,1,1005,48.1650485437,0.132231404959,3,89,1826,1.81691539288,1,5,1791,1.78208959103,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,2/1,2,1,1025,13.8285714286,0.0530303030303,0,52.5,,,2,4,1904.5,1.85804879665,-0.143343879289,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,B1,2,2,931,32,0.1,0,30,,,5,19,1770,1.90118157864,-0.00285714285714,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,B1-LL,2,2,931,68,0.2125,0,23,,,4,1,1730,1.85821700096,0.0202898550725,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,Spruce,2,2,982,6.81081081081,0.0416666666667,0,,,,6,2,2139,2.17820775509,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,The Retreat,2,2,1007,60.1621621622,0.357142857143,0,87,,,4,12.5,2175,2.15988087654,-0.0216154721274,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Britto,2,2,1046,78.3673469388,0.24375,3,44.5,1799,1.71988523006,12,26.5,1839,1.75812613964,0.0219298245614,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Henderson II,2,2,1054,29,0.0845481049563,0,108.5,,,3,48,1940,1.84060716629,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Henderson II,2,2,1054,18.3155339806,0.0524781341108,0,116,,,3,7,1940,1.84060716629,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Madison Palms,B1,2,2,1055,80.5752508361,0.255520504732,0,375.5,,,17,41,1706,1.61706161499,-0.00988947062245,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Henderson,2,2,1061,21,0.0612244897959,1,54,1990,1.8755890131,4,20,1960,1.84731388092,0.00255102040816,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Henderson,2,2,1061,8.32524271845,0.0233236151603,0,,,,3,7,1960,1.84731388092,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Woodward,2,2,1095,2.61224489796,0.009375,0,123,,,1,42,1845,1.68493151665,0.0205962059621,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,2/2,2,2,1099,74.1714285714,0.280303030303,4,44.5,1797.5,1.63557779789,4,2,1795,1.63330304623,-0.115048543689,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Lola,B3,2,2,1102,26.4,0.0984848484848,3,48,1706,1.54809439182,5,112,1923,1.74500906467,-0.103078358209,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
B1                                ",2,2,1109,12.7327586207,0.0616113744076,0,,,,7,84,2052,1.85031557083,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,B1E 2Bed/2Bath (Inline),2,2,1111,1.00425531915,0.00423728813559,0,,,,1,52,2140,1.92619264126,0.0868461147791,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Madison Palms,B2,2,2,1118,38.1672240803,0.119873817035,0,253,,,7,483,1802,1.6118067503,0.00166759310728,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Ibis,2,2,1136,50.9387755102,0.196153846154,4,53,1864.5,1.64128518105,12,56.5,1884,1.65845072269,-0.00635256749603,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Starling,2,2,1136,6.36734693878,0.0230769230769,0,110,,,1,111,1937,1.70510566235,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Hawksbill - 2 Bed - 2 Bath - 1140 sq. ft.,2,2,1140,77.6595744681,0.195,1,53,2186,1.91754388809,11,36,2043,1.79210531712,0.00245338567223,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Flatback - 2 Bed - 2 Bath - 1140 sq. ft.,2,2,1140,18.085106383,0.045,0,58,,,4,33,1940.5,1.70219302177,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Henderson III,2,2,1143,46,0.134110787172,1,87.5,1995,1.74540686607,4,69.5,2000,1.74978125095,-0.00373599003736,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Henderson III,2,2,1143,49.9514563107,0.145772594752,1,108,1995,1.74540686607,4,7,2007.5,1.75634294748,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,B1 2Bed/2Bath (Inline),2,2,1144,9.03829787234,0.0381355932203,0,,,,8,30,2120,1.85314691067,0.0931069958848,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Hammond,2,2,1164,44,0.128279883382,1,56,2059,1.76890039444,4,12.5,2054,1.7646048069,-0.01795117281,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Hammond,2,2,1164,46.6213592233,0.137026239067,1,49,2059,1.76890039444,3,4,2054,1.7646048069,-0.0132275132275,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry East Bay Apartments,The Harrison,2,2,1177,5,0.0145772594752,0,271.5,,,1,5,2100,1.78419709206,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Tapestry Big Bend,The Harrison,2,2,1177,3.33009708738,0.00874635568513,0,26,,,1,5,2100,1.78419709206,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Garde,2,2,1181,5.22448979592,0.015625,0,79,,,1,37,1998,1.69178664684,0.02002002002,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Perkins,2,2,1184,62.693877551,0.196875,4,41,1968,1.66216218472,10,15,1995,1.68496620655,0.0200501253133,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,B2,2,2,1191,47,0.146875,1,32,1810,1.51973128319,9,39,1760,1.47774982452,-0.0112994350282,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,B2-LL,2,2,1191,35,0.109375,0,23,,,9,1,1785,1.49874055386,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,B2 2Bed/2Bath (Inside corner),2,2,1211,4.0170212766,0.0169491525424,0,,,,4,82.5,2179,1.79933941364,0.109470468432,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Parian,B1,2,2,1214,117.475728155,0.322314049587,2,85,2101,1.82854658365,1,38,2379,1.9596375227,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Whitt,"
B2                                ",2,2,1218,14.5517241379,0.0710900473934,0,52,,,7,14,2101,1.72495889664,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Easton Riverview,B1,2,2,1219,65.1162790698,0.216666666667,0,20.5,,,4,19,1972,1.61771947145,-0.00303797468354,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Easton Riverview,B2,2,2,1221,46.511627907,0.156666666667,0,45,,,1,80,1964,1.60851764679,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Ridley at Waterset,The Caretta - 2 Bed - 2 Bath - 1274 sq. ft.,2,2,1274,12.7659574468,0.0325,0,26,,,6,34,2166,1.70015692711,-0.00710520284208,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Parian,B2,2,2,1294,44.640776699,0.123966942149,2,95.5,2264,1.74961358309,2,21,2669,2.06259655952,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Osprey,2,2,1294,22.2857142857,0.0846153846154,2,29,1943,1.50154554844,4,22,1941.5,1.50038635731,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,The Easton Riverview,B3,2,2,1297,52.3255813953,0.173333333333,0,45,,,1,43,2016,1.55435621738,,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Blackbird,2,2,1301,15.9183673469,0.0615384615385,2,39,2040.5,1.56840890646,1,9,2234,1.71714067459,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Nighthawk,2,2,1320,1.0612244898,0.00384615384615,0,,,,1,308,1879,1.42348486185,0.0479564032698,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Shadetree,The Kestrel,2,2,1356,21.2244897959,0.0807692307692,2,122,2107,1.55383479595,1,9,2119,1.56268441677,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Citizen at Waterset,B3 2Bed/2Bath (Outside corner),2,2,1358,2.0085106383,0.00847457627119,0,,,,2,43,2256,1.66126656532,0.0609643022717,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Skymor Southshore Bay,Biscayne,2,2.5,1372,43.5555555556,0.224489795918,0,14,,,32,53,2200,1.60349857807,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,RISE Sereno,The Butler,2,2.5,1508,11.7551020408,0.0375,0,159,,,3,36,2204,1.46153843403,0.0176950998185,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Avilla Cypress Creek,The Haven,3,2,1280,47.6756756757,0.285714285714,0,114.5,,,2,379,2481,1.93828129768,0,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,C1,3,2,1287,3,0.009375,0,27,,,1,38,1945,1.51126646996,-0.00514138817481,2026_04_29_11_40_RISE_Sereno_Market.xlsx
2026-04-28,2026-04-01,SER,Wildgrass,C1-LL,3,2,1287,7,0.021875,0,53,,,1,,2015,1.56565654278,0.0200501253133,2026_04_29_11_40_RISE_Sereno_Market.xlsx
