Snapshot_Date,Report_Month,Subject_Community_ID,Source_Property_Name,Is_Subject_Property,Distance,Year_Built,Total_Units,Exposure_Pct,Leased_Pct,Preleased_Pct,Applications_Last_7_Days,Applications_Last_30_Days,Concessions,Concession_Pct,Total_Available_Units,Total_Leased_Units,Vacant_Units,Asking_Rent,Asking_Rent_PSF,Effective_Rent,Effective_Rent_PSF,Avg_SqFt,Source_File_Name
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,10.4777084958,2024,178,0.26404494382,0.724719101124,0.73595505618,3,7,0,0,47,0,51,2321.89361702,2.22122939141,2321.89361702,2.22122939141,1045.31914894,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,2.29215477728,2024,300,0.03,0.963333333333,0.97,15,41,2260.55555556,0.0833128532809,9,1,17,2260.55555556,2.06213257653,2072.22222222,1.89033042773,1096.22222222,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,2.12546310298,2023,175,0.0742857142857,0.954285714286,0.925714285714,5,9,4442.15384615,0.166655122255,13,0,8,2221.07692308,2.44342895828,1850.92307692,2.03621900652,909,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,6.42642503066,2024,192,0.151041666667,0.859375,0.848958333333,5,18,3626.4137931,0.153417943107,29,0,29,1969.82758621,1.97404796461,1667.62068966,1.67119358629,997.862068966,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,14.6267386199,2019,228,0.0877192982456,0.907894736842,0.912280701754,5,12,2615.15,0.115094240008,20,0,21,1894.1,2.15214180207,1676.1,1.90444267697,880.1,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,2.02045903711,2021,137,,1,1,,,,,0,,0,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,12.4259203585,2017,54,0,1,1,0,0,0,,0,0,0,0,,0,0,0,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property Rent Comparison,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property Metric Rankings,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Asking Rent,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Asking Rent,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,2759.71372549,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,2321.89361702,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,2260.55555556,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,2221.07692308,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,1969.82758621,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,1894.1,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Asking Rent / Sq Ft,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Asking Rent / Sq Ft,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,2.57747134015,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,2.44342895828,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,2.22122939141,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,2.15214180207,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,2.06213257653,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,1.97404796461,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Effective Rent,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Effective Rent,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,2336.46666667,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,2321.89361702,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,2072.22222222,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,1850.92307692,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,1676.1,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,1667.62068966,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Effective Rent / Sq Ft,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Effective Rent / Sq Ft,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,2.22122939141,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,2.18217412006,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,2.03621900652,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,1.90444267697,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,1.89033042773,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,1.67119358629,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Sq Ft,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Sq Ft,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,1096.22222222,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,1070.70588235,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,1045.31914894,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,997.862068966,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,909,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,880.1,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Concessions,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Concessions,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,5080.5372549,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,4442.15384615,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,3626.4137931,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,2615.15,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,2260.55555556,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Concession %,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Concession %,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,0.166655122255,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,0.153417943107,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,0.15336629119,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,0.115094240008,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,0.0833128532809,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Total Avail. Units,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Total Avail. Units,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,255,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,47,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,29,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,20,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,13,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,9,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Exposure %,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Exposure %,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,0.827922077922,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,0.26404494382,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,0.151041666667,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,0.0877192982456,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,0.0742857142857,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,0.03,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Leased %,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Leased %,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,1,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,1,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,0.963333333333,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,0.954285714286,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,0.907894736842,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,0.859375,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,0.724719101124,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,0.162337662338,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Applications Last 7 Days,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Applications Last 7 Days,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,15,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RiverVue Avondale,No,5,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,5,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea at Beach Haven,No,5,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Nocatee,No,3,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,3,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,HarborChase of Mandarin - A 55+ Community,No,0,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Windsor Pointe,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Applications Last 30 Days,No,,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Property,No,Applications Last 30 Days,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Woodside at Seven Pines,No,41,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,RISE at Glen Kernan Park,Yes,19,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
2026-04-29,2026-04-01,GKP,Olea eTown,No,18,,,,,,,,,,,,,,,,,,2026_04_29_21_07_RISE_at_Glen_Kernan_Park_Market.xlsx
